mes,count,mean,std,min,1%,25%,50%,75%,95%,99%,99.9%,max,porcentaje_cero,mayores_100,mayores_1000
2026-01,2210259.0,25.471540205994426,229.45919303640895,0.0,0.0,18.46153846153846,26.565656565656564,31.983471074380166,42.54901960784314,57.08333333333334,141.7240587841527,300000.0,9.488661736022792,4110,161
2026-02,2014817.0,25.230705310876353,347.580539050514,0.0,0.0,17.73049645390071,26.250000000000004,31.5,42.30769230769231,56.20689655172414,138.88888888888889,450000.0,9.555656915739743,3515,143
2026-03,2565402.0,25.102556144479948,107.60931990681195,0.0,0.0,18.279569892473116,26.421052631578945,31.62790697674419,42.41379310344828,56.46153846153846,138.88888888888889,140000.0,9.890574654576554,4335,180
